-3.5714492769962627 | 0 1
-5.991182229958718 | 0 1
-5.521120885448721 | 0 1
-4.689081709289378 | 0 1
-0.070944674350776 | 1 0
1.5876594801928627 | 0 1
1.5084448862432964 | 0 1
2.8793421150525287 | 0 1
0.005105783339828918 | 0 1
-3.596140699393751 | 0 1
-4.4449554625800305 | 0 1
5.197114112417937 | 1 0
-0.7107626477149322 | 1 0
5.115649794345437 | 1 0
0.47910097242402916 | 0 1
-5.608942231644596 | 0 1
2.651842561729149 | 0 1
-5.346064095623988 | 0 1
-3.7356330362451513 | 0 1
2.9698590844709383 | 0 1
2.4897369939811043 | 0 1
-4.186367247101933 | 0 1
-5.761449689461509 | 0 1
1.402982818926354 | 0 1
0.02939316225895272 | 0 1
-3.250059000779307 | 0 1
-4.941550063688245 | 0 1
4.740467915107324 | 1 0
2.0195311500964994 | 0 1
-4.8044514846092925 | 0 1
1.988094645241322 | 0 1
4.74786975046775 | 1 0
-5.472081511923998 | 0 1
-5.234057550349617 | 0 1
-5.228629277050236 | 0 1
-3.4193504734216287 | 0 1
0.20884201068139063 | 0 1
4.4436601519456715 | 1 0
2.4306355442256358 | 0 1
-3.2560840830215176 | 0 1
2.6027211336715066 | 0 1
5.55830176823803 | 1 0
-0.8222844898679869 | 1 0
-1.7239946214489699 | 1 0
-2.0704807202207656 | 1 0
-3.4051598283426787 | 0 1
-4.592236196730275 | 0 1
5.9771529609178025 | 1 0
3.072880452482277 | 0 1
-3.227523363944658 | 0 1
-4.574722362400356 | 0 1
1.2733384735909414 | 0 1
0.9612456985053033 | 0 1
2.86495800690475 | 0 1
-0.22509828201622817 | 1 0
-2.6750544572652295 | 1 0
-3.533424470550304 | 0 1
1.7623681848434245 | 0 1
1.7925745481241044 | 0 1
-3.1813194554506983 | 0 1
-4.01183159415044 | 0 1
-3.152527412472844 | 0 1
0.43480054453733263 | 0 1
3.2950029595971824 | 1 0
-5.340157749948861 | 0 1
-2.8100175060962096 | 1 0
-3.588433511286335 | 0 1
-4.942440512379656 | 0 1
6.108567566971999 | 1 0
-3.71589902563196 | 0 1
0.5940938783399421 | 0 1
1.531627696465545 | 0 1
4.132651658484161 | 1 0
-0.5273111876725469 | 1 0
6.059662619559489 | 1 0
-2.859819561140527 | 1 0
-5.355479645206196 | 0 1
0.14840733211918433 | 0 1
4.810705599033787 | 1 0
5.690583836016593 | 1 0
-2.691357628041232 | 1 0
-4.453977526943936 | 0 1
4.178920589576418 | 1 0
-3.9776318712197014 | 0 1
-3.7352632214247454 | 0 1
0.14787677380621655 | 0 1
1.6338377452440804 | 0 1
-3.7557738498069577 | 0 1
3.2379634026168826 | 1 0
3.632180745562202 | 1 0
-4.051153344309695 | 0 1
-2.086883261312531 | 1 0
2.019045912961678 | 0 1
-1.3315777812212142 | 1 0
-1.7007567988957613 | 1 0
4.3401797238435815 | 1 0
4.961236899820593 | 1 0
-0.43743787835532455 | 1 0
4.483070741997782 | 1 0
5.765999920691074 | 1 0
